,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,,,,
,WEEK OF: 9.7- 9.11,,,,,,,,,,,,
,Snacks,Sell
Price,9.7.15,9.7.15,9.9.15,9.9.15,9.11.15,9.11.15,END OF WEEK TOTALS,,,,
SKU,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1912.0,,,0.0,0.0,2.0,2.0,2.0,2.0,,0.0,4.0,0.0,1.0
1903.0,,,0.0,0.0,2.0,2.0,2.0,2.0,,0.0,4.0,0.0,1.0
1910.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,4.0,0.0,1.0,0.0
1721.0,,,0.0,0.0,2.0,2.0,2.0,2.0,,4.0,4.0,1.0,1.0
1899.0,,,0.0,0.0,2.0,1.0,2.0,1.0,,4.0,2.0,1.0,0.5
,,,,,,,,,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,0.0,0.0,10.0,7.0,10.0,7.0,,,,,
,Sandwiches,Price,9.7.15,9.7.15,9.9.15,9.9.15,9.11.15,9.11.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1814.0,,,0.0,0.0,3.0,2.0,3.0,0.0,,4.0,2.0,0.666666666667,0.333333333333
1817.0,,,0.0,0.0,3.0,0.0,3.0,0.0,,6.0,0.0,1.0,0.0
1811.0,,,0.0,0.0,3.0,1.0,3.0,1.0,,4.0,2.0,0.666666666667,0.333333333333
1794.0,,,0.0,0.0,3.0,2.0,3.0,1.0,,3.0,3.0,0.5,0.5
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,TOTAL SANDWICHES,,0.0,0.0,12.0,5.0,12.0,2.0,,,,,
,Wraps,Price,9.7.15,9.7.15,9.9.15,9.9.15,9.11.15,9.11.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1844.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,4.0,0.0,1.0,0.0
1864.0,,,0.0,0.0,2.0,2.0,2.0,0.0,,2.0,2.0,0.5,0.5
1837.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,4.0,0.0,1.0,0.0
1861.0,,,0.0,0.0,2.0,1.0,2.0,0.0,,3.0,1.0,0.75,0.25
1833.0,,,0.0,0.0,4.0,0.0,4.0,2.0,,6.0,2.0,0.75,0.25
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,TOTAL WRAPS,,0.0,0.0,12.0,3.0,12.0,2.0,,,,,
,Salads,Price,9.7.15,9.7.15,9.9.15,9.9.15,9.11.15,9.11.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1875.0,,,0.0,0.0,2.0,1.0,2.0,1.0,,2.0,2.0,0.5,0.5
1877.0,,,0.0,0.0,2.0,1.0,2.0,1.0,,2.0,2.0,0.5,0.5
1887.0,,,0.0,0.0,2.0,2.0,2.0,1.0,,1.0,3.0,0.25,0.75
1872.0,,,0.0,0.0,4.0,3.0,4.0,3.0,,2.0,6.0,0.25,0.75
,,,,,,,,,,0.0,0.0,7,7
,TOTAL SALADS,,0.0,0.0,10.0,7.0,10.0,6.0,,,,,
,Entrees,Price,9.7.15,9.7.15,9.9.15,9.9.15,9.11.15,9.11.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1943.0,,,0.0,0.0,2.0,0.0,2.0,0.0,,4.0,0.0,1.0,0.0
1945.0,,,0.0,0.0,4.0,0.0,4.0,2.0,,8.0,2.0,1.0,0.25
,Kung Pao Beef,,,,,,,,,,,,
,Black Bean Tofu,,,,,,,,,,,,
,TOTAL ENTREES,,0.0,0.0,6.0,0.0,6.0,2.0,,,,,
,Total ITEMS WASTED,,,0.0,,22.0,,19.0,,,,,
,TOTAL ITEMS DELIVERED,,0.0,,50.0,,50.0,,,,,,
***USE NEW CMU PANTRY LAB LABELS***,,,,,,,,,,,,,
