,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0
,,,,,,,,,,
,Snacks,Sell
Price,Waste,1.26.15,Waste,1.28.15,Waste,1.30.15,Guaranteed Price,Total Due
SKU,Name,,,,,,,,,
1912.0,,,2.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0
1905.0,,,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0
1903.0,,,0.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0
1721.0,,,1.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL SNACK ITEMS,,,11.0,,11.0,,11.0,0.0,0.0
,Sandwiches,Price,Waste,1.26.15,Waste,1.28.15,Waste,1.30.15,0.0,
,Name,,,,,,,,0.0,
1799.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1814.0,,,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
1702.0,,,3.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0
1949.0,,,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL SANDWICHES,,,9.0,,9.0,,9.0,0.0,0.0
,Wraps,Price,Waste,1.26.15,Waste,1.28.15,Waste,1.30.15,0.0,
,Name,,,,,,,,0.0,
1828.0,,,2.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0
1838.0,,,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0
1858.0,,,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0
1759.0,,,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL WRAPS,,,12.0,,12.0,,12.0,0.0,0.0
,Salads,Price,Waste,1.26.15,Waste,1.28.15,Waste,1.30.15,0.0,
,Name,,,,,,,,0.0,
1871.0,,,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
1894.0,,,1.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0
1889.0,,,1.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL SALADS,,,9.0,,9.0,,9.0,0.0,0.0
,Entrees,Price,Waste,1.26.15,Waste,1.28.15,Waste,1.30.15,0.0,
,Name,,,,,,,,0.0,
1930.0,,,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0
1705.0,,,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0
1943.0,,,3.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0
1913.0,,,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0
,TOTAL ENTREES,,,9.0,,9.0,,9.0,0.0,0.0
,TOTAL ITEMS DELIVERED,,,50.0,,50.0,,50.0,,
,TOTAL ITEMS WASTED,,33.0,,14.0,,39.0,,,
