,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0
,,,,,,,,,,
,Snacks,Sell
Price,Waste,,Waste,,Waste,1.2.15,Guaranteed Price,Total Due
SKU,Name,,,,,,,,,
,,,,,,,,0.0,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL SNACK ITEMS,,,0.0,,0.0,,0.0,0.0,0.0
,Sandwiches,Price,Waste,0.0,Waste,0.0,Waste,1.2.15,0.0,
,Name,,,,,,,,0.0,
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL SANDWICHES,,,0.0,,0.0,,0.0,0.0,0.0
,Wraps,Price,Waste,0.0,Waste,0.0,Waste,1.2.15,0.0,
,Name,,,,,,,,0.0,
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL WRAPS,,,0.0,,0.0,,0.0,0.0,0.0
,Salads,Price,Waste,0.0,Waste,0.0,Waste,1.2.15,0.0,
,Name,,,,,,,,0.0,
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL SALADS,,,0.0,,0.0,,0.0,0.0,0.0
,Entrees,Price,Waste,0.0,Waste,0.0,Waste,1.2.15,0.0,
,Name,,,,,,,,0.0,
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,,,,,,,,,0.0,0.0
,TOTAL ENTREES,,,0.0,,0.0,,0.0,0.0,0.0
,TOTAL ITEMS DELIVERED,,,0.0,,0.0,,0.0,,
,TOTAL ITEMS WASTED,,0.0,,0.0,,0.0,,,
